address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_for_two,reviews_list,cuisines_count,service_type,city_list,high_rated,cuisine_count,multi_cuisine
"Address_474, Bangalore",Nandhana Palace,No,Yes,3.7,350,080-8245056,Koramangala,Casual Dining,Pizza,"Thai, Chinese, South Indian, North Indian",2000.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_478, Bangalore",Leon Grill,Yes,Yes,4.4,223,080-8981342,MG Road,Quick Service Restaurant,Salad,"Italian, Fast Food",400.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_426, Bangalore",Burger King,Yes,No,,1460,080-5766683,Marathahalli,Bakery,Pasta,"Chinese, South Indian, Fast Food, Beverages",400.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_753, Bangalore",Resto_753,Yes,No,3.9,820,080-9949336,JP Nagar,Fine Dining,Biryani,"South Indian, Italian, Fast Food, Chinese, Desserts",600.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_443, Bangalore",McDonald's,Yes,No,4.5,2111,080-2861110,Indiranagar,Fine Dining,Pizza,Desserts,,Sample Review Text...,1,Buffet,Bengaluru,1,1,1-2 Cuisines
"Address_842, Bangalore",Leon Grill,No,Yes,2.0,2570,080-4284516,Whitefield,Quick Service Restaurant,Sushi,"Thai, Beverages, Mexican, Chinese, Desserts",3000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_908, Bangalore",Resto_908,No,No,4.9,2508,080-8657731,HSR Layout,Bakery,Biryani,Desserts,3000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_147, Bangalore",Resto_147,No,No,4.0,2011,080-4018677,HSR Layout,Quick Service Restaurant,Biryani,"Continental, Mexican, Thai, North Indian",3000.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_922, Bangalore",Resto_922,No,No,2.8,2420,080-3125026,HSR Layout,Casual Dining,Pasta,"South Indian, Fast Food, Chinese",200.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_192, Bangalore",Resto_192,No,Yes,2.1,1794,080-9044494,MG Road,Cafe,Burgers,"Desserts, Mexican, Thai, Continental",1500.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_567, Bangalore",Empire Restaurant,Yes,Yes,4.4,2897,080-9034749,Indiranagar,Cafe,Pasta,"Desserts, Fast Food",600.0,Sample Review Text...,2,Dine-out,Bengaluru,1,2,1-2 Cuisines
"Address_420, Bangalore",Onesta,No,Yes,2.6,1090,080-5747402,Whitefield,Fine Dining,Burgers,"Mexican, South Indian, Fast Food, Desserts",800.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_195, Bangalore",Onesta,Yes,Yes,3.2,1206,080-5895783,Marathahalli,Cafe,Pizza,North Indian,800.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_6, Bangalore",Burger King,Yes,No,4.9,2167,080-6707197,Whitefield,Pub,Pizza,Chinese,2500.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_667, Bangalore",Onesta,Yes,Yes,4.4,98,080-6945304,Jayanagar,Casual Dining,Pasta,"Beverages, Fast Food",,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_439, Bangalore",Empire Restaurant,No,No,2.8,2655,080-6817736,MG Road,Bakery,Salad,Desserts,,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_289, Bangalore",Resto_289,No,Yes,3.8,1491,080-9347489,HSR Layout,Quick Service Restaurant,Pasta,Beverages,1500.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_678, Bangalore",Leon Grill,No,No,3.0,1630,080-4608882,,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6,696,080-5772192,,Bar,Pasta,"Chinese, Continental, Beverages, Desserts",2500.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_671, Bangalore",Resto_671,No,Yes,2.5,1179,080-4886854,Whitefield,Bakery,Dosa,"Italian, South Indian, Continental, Beverages",3000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_559, Bangalore",Nandhana Palace,No,Yes,3.5,2063,080-4190874,Koramangala,Cafe,Steak,"Continental, South Indian, Fast Food, North Indian, Desserts",200.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_74, Bangalore",Resto_74,Yes,Yes,3.9,1989,080-5752087,Marathahalli,Bakery,Salad,"Italian, Beverages, Chinese",1200.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_359, Bangalore",Leon Grill,No,Yes,3.7,1374,080-8359513,Indiranagar,Casual Dining,Burgers,"South Indian, Mexican, Fast Food",1200.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_22, Bangalore",Resto_22,Yes,Yes,,791,080-9996207,MG Road,Quick Service Restaurant,Sushi,"Chinese, Continental, Thai",2500.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_883, Bangalore",Leon Grill,Yes,No,3.5,949,080-8889458,Indiranagar,Pub,Steak,Fast Food,600.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_171, Bangalore",Resto_171,Yes,No,4.1,977,080-1923227,Koramangala,Cafe,Dosa,Mexican,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_155, Bangalore",Resto_155,Yes,No,2.4,1571,080-6277776,MG Road,Cafe,Salad,"Beverages, South Indian, Fast Food, Italian",1000.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_450, Bangalore",Nandhana Palace,Yes,No,3.5,507,080-1087466,Koramangala,Bar,Salad,Desserts,1000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_363, Bangalore",Onesta,No,Yes,4.7,221,080-8602555,JP Nagar,Quick Service Restaurant,Biryani,"Mexican, Continental",1200.0,Sample Review Text...,2,Delivery,Bengaluru,1,2,1-2 Cuisines
"Address_187, Bangalore",Leon Grill,Yes,Yes,4.3,2857,080-4158036,JP Nagar,Pub,Salad,Thai,3000.0,Sample Review Text...,1,Buffet,Bengaluru,1,1,1-2 Cuisines
"Address_29, Bangalore",Resto_29,Yes,No,3.5,2567,080-2351868,HSR Layout,Quick Service Restaurant,Pasta,"Chinese, Continental, Italian, South Indian",1200.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_633, Bangalore",Resto_633,Yes,No,4.5,1885,080-2634085,Koramangala,Casual Dining,Dosa,Continental,400.0,Sample Review Text...,1,Buffet,Bengaluru,1,1,1-2 Cuisines
"Address_678, Bangalore",Leon Grill,No,No,3.0,1630,080-4608882,Jayanagar,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_428, Bangalore",Resto_428,No,No,4.8,2433,080-3169632,Koramangala,Quick Service Restaurant,Burgers,Fast Food,2000.0,Sample Review Text...,1,Delivery,Bengaluru,1,1,1-2 Cuisines
"Address_610, Bangalore",Resto_610,Yes,No,,2358,080-1656328,Koramangala,Bakery,Sushi,"South Indian, Mexican, North Indian",,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_792, Bangalore",Resto_792,Yes,No,2.3,2797,080-6660577,Jayanagar,Pub,Salad,"South Indian, Chinese, Desserts, Beverages, Continental",600.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_796, Bangalore",Resto_796,Yes,Yes,3.1,1440,080-1750288,Koramangala,Bar,Burgers,"Beverages, Fast Food, South Indian, Continental",1200.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_106, Bangalore",Resto_106,No,Yes,2.1,1573,080-9359508,MG Road,Cafe,Salad,"Thai, Fast Food",800.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_925, Bangalore",KFC,Yes,Yes,2.7,190,080-4526654,Indiranagar,Fine Dining,Pizza,"South Indian, Italian, Continental, North Indian",3000.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_276, Bangalore",Resto_276,No,Yes,3.2,391,080-3605071,Indiranagar,Bakery,Pizza,"North Indian, Fast Food, Mexican, Continental, Beverages",400.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_293, Bangalore",Resto_293,Yes,Yes,3.6,432,080-9467339,JP Nagar,Fine Dining,Sushi,"Mexican, Chinese, South Indian, Fast Food",600.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_909, Bangalore",Resto_909,No,Yes,4.5,1898,080-5263793,HSR Layout,Quick Service Restaurant,Steak,"Italian, Desserts, Continental, South Indian, Thai",200.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_407, Bangalore",KFC,No,No,3.5,2750,080-9937547,Jayanagar,Casual Dining,Steak,"South Indian, Desserts, Italian, Thai, Mexican",2000.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_278, Bangalore",Leon Grill,No,No,3.9,1268,080-6093108,JP Nagar,Bakery,Biryani,"Italian, Chinese, Desserts, South Indian, Mexican",1500.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_222, Bangalore",Burger King,Yes,Yes,4.1,652,080-3192032,Indiranagar,Bakery,Salad,"Desserts, Fast Food, South Indian, Continental, Italian",1200.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_573, Bangalore",McDonald's,Yes,Yes,3.6,2206,080-4679813,Marathahalli,Pub,Pizza,"Italian, Mexican, Chinese, Continental, Thai",1500.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_212, Bangalore",Onesta,Yes,No,2.5,331,080-4512853,Marathahalli,Quick Service Restaurant,Pasta,"Thai, North Indian",200.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_356, Bangalore",Resto_356,No,No,4.4,1840,080-9776491,Koramangala,Casual Dining,Salad,"North Indian, Thai, Fast Food",1500.0,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_234, Bangalore",Resto_234,Yes,Yes,2.6,1814,080-3976712,HSR Layout,Fine Dining,Pizza,"Fast Food, Beverages, Italian",800.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_418, Bangalore",Leon Grill,No,No,4.5,546,080-7330379,Whitefield,Cafe,Burgers,"Thai, Continental, Italian, North Indian, Desserts",1200.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_813, Bangalore",Resto_813,Yes,No,3.6,1923,080-1660659,Whitefield,Fine Dining,Pasta,"Chinese, South Indian",2000.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_80, Bangalore",Pizza Hut,Yes,No,2.9,1851,080-7450545,Koramangala,Casual Dining,Salad,"Continental, Chinese, Beverages",3000.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_257, Bangalore",Burger King,Yes,No,3.1,2412,080-2406225,Indiranagar,Bakery,Dosa,"Continental, Desserts",800.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_295, Bangalore",Burger King,Yes,Yes,3.7,2120,080-6283223,Jayanagar,Quick Service Restaurant,Biryani,Continental,800.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_349, Bangalore",Resto_349,Yes,Yes,,376,080-3179482,Koramangala,Pub,Steak,"Fast Food, Chinese",400.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_386, Bangalore",Leon Grill,No,No,2.4,668,080-2288937,Koramangala,Quick Service Restaurant,Burgers,"Mexican, Thai, North Indian",1000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_677, Bangalore",Onesta,No,No,3.6,1210,080-6459256,Indiranagar,Cafe,Burgers,Continental,,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_916, Bangalore",Onesta,No,No,3.1,171,080-7250140,Koramangala,Bakery,Sushi,"North Indian, Thai",200.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_971, Bangalore",Resto_971,No,No,2.2,887,080-6262923,Koramangala,Pub,Sushi,"Mexican, Chinese, South Indian, Fast Food",800.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_628, Bangalore",Resto_628,No,Yes,2.6,2429,080-3310537,Indiranagar,Casual Dining,Sushi,"Continental, North Indian, Mexican, South Indian",200.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_666, Bangalore",Resto_666,Yes,No,4.9,2359,080-8023372,Marathahalli,Fine Dining,Dosa,"South Indian, Desserts",200.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_453, Bangalore",Burger King,No,No,3.2,667,080-9609823,Jayanagar,Pub,Pizza,"Desserts, Fast Food",600.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_999, Bangalore",Burger King,No,No,4.5,566,080-8079391,Marathahalli,Fine Dining,Sushi,"Beverages, Thai, Continental",2500.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,1,3,3+ Cuisines
"Address_831, Bangalore",McDonald's,Yes,Yes,4.3,2344,080-6258986,,Fine Dining,Pizza,"Fast Food, Italian, Beverages, Desserts, Continental",,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_376, Bangalore",McDonald's,No,No,3.6,1255,080-1793880,Jayanagar,Bar,Pasta,"Italian, Desserts, Thai",1000.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_636, Bangalore",Resto_636,No,Yes,3.3,227,080-8367376,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, South Indian, Italian, Mexican",2500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_117, Bangalore",Resto_117,Yes,No,3.4,2790,080-5819172,Jayanagar,Casual Dining,Sushi,"South Indian, Mexican, Desserts, Italian, Thai",800.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_562, Bangalore",Resto_562,Yes,Yes,2.6,475,080-5429825,Koramangala,Fine Dining,Pasta,"Fast Food, Thai, Beverages",400.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_265, Bangalore",Pizza Hut,No,No,4.2,1391,080-4697401,Marathahalli,Fine Dining,Burgers,"Fast Food, North Indian, Desserts, Beverages",1000.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_201, Bangalore",Resto_201,Yes,No,,1357,080-9248001,HSR Layout,Casual Dining,Pizza,"Continental, Thai, North Indian, South Indian",1000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_104, Bangalore",Pizza Hut,Yes,No,2.1,2568,080-2005173,Whitefield,Fine Dining,Pasta,"Desserts, Italian, Mexican",1000.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_769, Bangalore",Resto_769,No,No,3.5,1725,080-6227870,Marathahalli,Bakery,Burgers,"South Indian, Continental, North Indian",400.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_832, Bangalore",McDonald's,Yes,No,4.6,2981,080-1990212,Whitefield,Casual Dining,Salad,"Mexican, Italian, Continental, Thai",600.0,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_654, Bangalore",Resto_654,Yes,No,3.1,346,080-4765620,Koramangala,Quick Service Restaurant,Burgers,"Mexican, Desserts, North Indian, Fast Food, Italian",1500.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_754, Bangalore",Nandhana Palace,No,No,3.9,826,080-8375951,Whitefield,Cafe,Pizza,"Continental, Italian, Beverages, Mexican",1200.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_377, Bangalore",Resto_377,Yes,Yes,2.8,718,080-8396883,Jayanagar,Cafe,Dosa,"Chinese, North Indian",1200.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_817, Bangalore",Resto_817,No,Yes,2.1,2556,080-5534607,Koramangala,Fine Dining,Steak,"North Indian, Continental, Mexican, Chinese, Italian",1500.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_736, Bangalore",Resto_736,No,No,4.7,2655,080-6189331,Jayanagar,Bar,Burgers,"Desserts, South Indian, Fast Food, Italian, North Indian",400.0,Sample Review Text...,5,Dine-out,Bengaluru,1,5,3+ Cuisines
"Address_112, Bangalore",KFC,Yes,No,3.8,2538,080-6262886,MG Road,Cafe,Steak,"North Indian, Chinese",800.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_83, Bangalore",Leon Grill,No,Yes,2.4,1432,080-6510922,Whitefield,Fine Dining,Pasta,"South Indian, Chinese, Continental, Desserts",1500.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_750, Bangalore",Empire Restaurant,Yes,Yes,3.2,1992,080-9459266,Koramangala,Bar,Sushi,"North Indian, Beverages, Thai, Fast Food, Continental",,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_826, Bangalore",Resto_826,No,No,3.3,1651,080-1410703,Marathahalli,Bar,Pasta,"Desserts, South Indian, Beverages, Thai",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_484, Bangalore",Resto_484,No,Yes,4.8,2002,080-9533123,HSR Layout,Fine Dining,Steak,Desserts,3000.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_593, Bangalore",Leon Grill,No,Yes,4.8,2783,080-3092879,Koramangala,Quick Service Restaurant,Salad,"North Indian, Continental, Beverages",,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_419, Bangalore",KFC,Yes,No,4.0,691,080-2968815,Koramangala,Bakery,Biryani,"Mexican, Continental, South Indian, North Indian, Desserts",600.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_638, Bangalore",Resto_638,No,Yes,4.4,606,080-8457126,Koramangala,Quick Service Restaurant,Biryani,"Chinese, Mexican, North Indian, Continental",1000.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_986, Bangalore",Empire Restaurant,No,Yes,4.0,941,080-6666017,MG Road,Fine Dining,Pizza,"Continental, Beverages, Fast Food, Thai, Chinese",,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_937, Bangalore",Resto_937,Yes,Yes,4.1,802,080-4785362,HSR Layout,Cafe,Pasta,"Continental, Desserts",200.0,Sample Review Text...,2,Delivery,Bengaluru,1,2,1-2 Cuisines
"Address_657, Bangalore",Resto_657,No,Yes,4.2,1211,080-1207016,JP Nagar,Pub,Pizza,"North Indian, Continental, Thai, South Indian",1000.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_686, Bangalore",Empire Restaurant,No,Yes,3.4,446,080-9217672,Whitefield,Quick Service Restaurant,Burgers,"Chinese, Fast Food",2500.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_862, Bangalore",Nandhana Palace,Yes,Yes,4.1,2478,080-7178852,Koramangala,Bakery,Pizza,"Thai, Mexican, North Indian, Fast Food",,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_941, Bangalore",Nandhana Palace,Yes,Yes,4.0,463,080-1851580,Marathahalli,Bakery,Pizza,"South Indian, North Indian, Fast Food, Continental, Chinese",600.0,Sample Review Text...,5,Dine-out,Bengaluru,1,5,3+ Cuisines
"Address_956, Bangalore",Resto_956,No,Yes,4.8,2506,080-9799214,Marathahalli,Bar,Biryani,"Mexican, Chinese, Desserts",,Sample Review Text...,3,Delivery,Bengaluru,1,3,3+ Cuisines
"Address_929, Bangalore",Pizza Hut,Yes,No,4.5,1953,080-1287658,MG Road,Quick Service Restaurant,Burgers,"Desserts, Italian",,Sample Review Text...,2,Pubs and bars,Bengaluru,1,2,1-2 Cuisines
"Address_923, Bangalore",KFC,No,Yes,4.5,2362,080-9854698,HSR Layout,Bakery,Dosa,"Italian, North Indian, Mexican, Chinese, Continental",1500.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_152, Bangalore",Leon Grill,Yes,Yes,3.0,1746,080-4310554,Marathahalli,Cafe,Salad,"South Indian, Fast Food, Mexican, Italian",200.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_519, Bangalore",Nandhana Palace,Yes,Yes,3.1,1133,080-2691296,Indiranagar,Quick Service Restaurant,Biryani,Fast Food,800.0,Sample Review Text...,1,Delivery,Bengaluru,0,1,1-2 Cuisines
"Address_249, Bangalore",Nandhana Palace,No,No,3.9,2515,080-3452813,Jayanagar,Bar,Salad,"South Indian, Desserts, Fast Food, Chinese, Continental",3000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_102, Bangalore",Leon Grill,Yes,No,4.5,508,080-9705660,Jayanagar,Quick Service Restaurant,Dosa,"South Indian, Thai",800.0,Sample Review Text...,2,Delivery,Bengaluru,1,2,1-2 Cuisines
"Address_897, Bangalore",Nandhana Palace,No,No,3.2,1356,080-1954674,Whitefield,Casual Dining,Steak,"South Indian, Desserts",400.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_930, Bangalore",KFC,Yes,Yes,3.1,1043,080-5744820,Indiranagar,Quick Service Restaurant,Dosa,"Continental, Mexican, North Indian, Desserts, Fast Food",400.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_239, Bangalore",McDonald's,No,No,,2668,080-2098434,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Fast Food, South Indian, Mexican, Continental",2500.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_939, Bangalore",Burger King,Yes,Yes,2.6,629,080-9906450,,Casual Dining,Sushi,"Italian, South Indian, Continental, Thai",2500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_955, Bangalore",Onesta,No,Yes,3.8,813,080-7794680,HSR Layout,Pub,Sushi,Italian,2000.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_108, Bangalore",Resto_108,Yes,No,2.8,1498,080-4265774,MG Road,Quick Service Restaurant,Sushi,Mexican,200.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_455, Bangalore",Resto_455,No,No,2.1,585,080-9200596,Jayanagar,Bar,Biryani,"Mexican, North Indian, Continental, South Indian, Chinese",600.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_926, Bangalore",Resto_926,Yes,No,2.4,2966,080-8439215,Indiranagar,Bar,Burgers,"Thai, Mexican, Beverages",2500.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_18, Bangalore",Pizza Hut,Yes,Yes,4.6,2266,080-5428914,Jayanagar,Quick Service Restaurant,Salad,"Fast Food, Italian, Thai",800.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,1,3,3+ Cuisines
"Address_619, Bangalore",McDonald's,Yes,Yes,4.1,1730,080-9281506,HSR Layout,Quick Service Restaurant,Steak,"Mexican, South Indian",3000.0,Sample Review Text...,2,Delivery,Bengaluru,1,2,1-2 Cuisines
"Address_167, Bangalore",KFC,Yes,Yes,2.4,2990,080-5780177,MG Road,Quick Service Restaurant,Biryani,"Thai, South Indian, Italian, Beverages",400.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_0, Bangalore",Empire Restaurant,No,Yes,4.1,2771,080-1445199,Indiranagar,Pub,Burgers,"North Indian, Fast Food, Chinese, Desserts",800.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_556, Bangalore",Nandhana Palace,No,Yes,3.4,1369,080-3186206,Whitefield,Casual Dining,Sushi,North Indian,2500.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_964, Bangalore",Empire Restaurant,Yes,Yes,3.6,2161,080-9868569,Marathahalli,Bar,Pasta,"Thai, Continental",800.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_332, Bangalore",Resto_332,Yes,Yes,3.8,1488,080-2893930,MG Road,Cafe,Sushi,"Thai, Desserts, Beverages",200.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_919, Bangalore",Resto_919,No,No,3.2,107,080-2679778,Whitefield,Quick Service Restaurant,Sushi,"Chinese, South Indian",2500.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_951, Bangalore",Burger King,Yes,Yes,4.3,336,080-7541115,Marathahalli,Bar,Pasta,Mexican,,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_953, Bangalore",Pizza Hut,No,Yes,4.1,1508,080-2032303,HSR Layout,Pub,Sushi,"Beverages, South Indian, Continental, Fast Food, Thai",600.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_849, Bangalore",Empire Restaurant,Yes,Yes,4.5,2907,080-4155287,Whitefield,Fine Dining,Burgers,"Italian, Continental, North Indian, Thai",,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_396, Bangalore",Onesta,No,Yes,,2761,080-2426162,Marathahalli,Fine Dining,Pizza,Mexican,2000.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_975, Bangalore",Burger King,Yes,Yes,2.6,1146,080-8533390,Whitefield,Casual Dining,Pasta,"Desserts, Fast Food, Continental, Italian",600.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_182, Bangalore",Resto_182,Yes,Yes,,910,080-2081661,Jayanagar,Cafe,Burgers,"Thai, Chinese, Continental, Mexican",400.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_570, Bangalore",Nandhana Palace,No,Yes,3.8,729,080-6059400,MG Road,Pub,Dosa,"Fast Food, South Indian, Mexican",600.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_912, Bangalore",Pizza Hut,Yes,No,3.2,1746,080-2150745,,Fine Dining,Pizza,"Thai, Chinese",1000.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
